# == pyFAI calibration ==
# Distance Sample to Detector: 0.16467985556231649 m
# PONI: 9.242e-02, 8.817e-02 m
# Rotations: 0.000148 0.000104 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 164.680 mm
# Center: x=1175.307, y=1232.557 pix
# Tilt: 0.010 deg  TiltPlanRot: 144.812 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/easy/data/visitor/ihsc1713/id13/XXPROCESS/Cfluct_sp_avg.dat
#       q_nm^-1             I 
  1.844579e+01    1.493765e+01
  1.848824e+01    1.490989e+01
  1.853070e+01    1.483325e+01
  1.857315e+01    1.480001e+01
  1.861560e+01    1.474783e+01
  1.865805e+01    1.468946e+01
  1.870051e+01    1.465453e+01
  1.874296e+01    1.458580e+01
  1.878541e+01    1.455326e+01
  1.882786e+01    1.448217e+01
  1.887032e+01    1.446096e+01
  1.891277e+01    1.437220e+01
  1.895522e+01    1.434006e+01
  1.899768e+01    1.427346e+01
  1.904013e+01    1.421673e+01
  1.908258e+01    1.418564e+01
  1.912503e+01    1.411451e+01
  1.916749e+01    1.407965e+01
  1.920994e+01    1.401168e+01
  1.925239e+01    1.397104e+01
  1.929484e+01    1.390526e+01
  1.933730e+01    1.386916e+01
  1.937975e+01    1.382667e+01
  1.942220e+01    1.374812e+01
  1.946465e+01    1.374434e+01
  1.950711e+01    1.364768e+01
  1.954956e+01    1.364670e+01
  1.959201e+01    1.353472e+01
  1.963446e+01    1.351702e+01
  1.967692e+01    1.344360e+01
  1.971937e+01    1.338346e+01
  1.976182e+01    1.332927e+01
  1.980427e+01    1.321993e+01
  1.984673e+01    1.316436e+01
  1.988918e+01    1.305768e+01
  1.993163e+01    1.302356e+01
  1.997409e+01    1.291686e+01
  2.001654e+01    1.285966e+01
  2.005899e+01    1.280847e+01
  2.010144e+01    1.270662e+01
  2.014390e+01    1.267438e+01
  2.018635e+01    1.257722e+01
  2.022880e+01    1.253051e+01
  2.027125e+01    1.245074e+01
  2.031371e+01    1.237827e+01
  2.035616e+01    1.232207e+01
  2.039861e+01    1.223132e+01
  2.044106e+01    1.220809e+01
  2.048352e+01    1.208663e+01
  2.052597e+01    1.204544e+01
  2.056842e+01    1.197027e+01
  2.061087e+01    1.189919e+01
  2.065333e+01    1.184446e+01
  2.069578e+01    1.176158e+01
  2.073823e+01    1.171107e+01
  2.078069e+01    1.173500e+01
  2.082314e+01    1.168396e+01
  2.086559e+01    1.165078e+01
  2.090804e+01    1.159167e+01
  2.095050e+01    1.156934e+01
  2.099295e+01    1.150074e+01
  2.103540e+01    1.144899e+01
  2.107785e+01    1.143634e+01
  2.112031e+01    1.134136e+01
  2.116276e+01    1.132335e+01
  2.120521e+01    1.125215e+01
  2.124766e+01    1.118865e+01
  2.129012e+01    1.117800e+01
  2.133257e+01    1.109205e+01
  2.137502e+01    1.109303e+01
  2.141747e+01    1.100583e+01
  2.145993e+01    1.093927e+01
  2.150238e+01    1.091999e+01
  2.154483e+01    1.083507e+01
  2.158729e+01    1.083250e+01
  2.162974e+01    1.072812e+01
  2.167219e+01    1.067731e+01
  2.171464e+01    1.063363e+01
  2.175710e+01    1.055884e+01
  2.179955e+01    1.052080e+01
  2.184200e+01    1.042405e+01
  2.188445e+01    1.037828e+01
  2.192691e+01    1.034040e+01
  2.196936e+01    1.025034e+01
  2.201181e+01    1.022157e+01
  2.205426e+01    1.012398e+01
  2.209672e+01    1.007784e+01
  2.213917e+01    1.003108e+01
  2.218162e+01    9.953629e+00
  2.222407e+01    9.917730e+00
  2.226653e+01    9.844731e+00
  2.230898e+01    9.777929e+00
  2.235143e+01    9.750454e+00
  2.239389e+01    9.671594e+00
  2.243634e+01    9.620803e+00
  2.247879e+01    9.576855e+00
  2.252124e+01    9.509151e+00
  2.256370e+01    9.475494e+00
  2.260615e+01    9.391145e+00
  2.264860e+01    9.343719e+00
  2.269105e+01    9.310843e+00
  2.273351e+01    9.234370e+00
  2.277596e+01    9.188788e+00
  2.281841e+01    9.149831e+00
  2.286086e+01    9.079143e+00
  2.290332e+01    9.050095e+00
  2.294577e+01    8.979500e+00
  2.298822e+01    8.931943e+00
  2.303067e+01    8.900786e+00
  2.307313e+01    8.817864e+00
  2.311558e+01    8.783018e+00
  2.315803e+01    8.732779e+00
  2.320048e+01    8.664779e+00
  2.324294e+01    8.645134e+00
  2.328539e+01    8.566123e+00
  2.332784e+01    8.511502e+00
  2.337030e+01    8.495375e+00
  2.341275e+01    8.400656e+00
  2.345520e+01    8.364079e+00
  2.349765e+01    8.332969e+00
  2.354011e+01    8.242250e+00
  2.358256e+01    8.189631e+00
  2.362501e+01    8.176485e+00
  2.366746e+01    8.089095e+00
  2.370992e+01    8.051189e+00
  2.375237e+01    8.007609e+00
  2.379482e+01    7.946312e+00
  2.383727e+01    7.901429e+00
  2.387973e+01    7.856620e+00
  2.392218e+01    7.782743e+00
  2.396463e+01    7.741507e+00
  2.400708e+01    7.671318e+00
  2.404954e+01    7.633929e+00
  2.409199e+01    7.588093e+00
  2.413444e+01    7.522187e+00
  2.417690e+01    7.478384e+00
  2.421935e+01    7.434055e+00
  2.426180e+01    7.379305e+00
  2.430425e+01    7.325985e+00
  2.434671e+01    7.286795e+00
  2.438916e+01    7.233059e+00
  2.443161e+01    7.176023e+00
  2.447406e+01    7.154556e+00
  2.451652e+01    7.095755e+00
  2.455897e+01    7.043407e+00
  2.460142e+01    7.019258e+00
  2.464387e+01    6.964717e+00
  2.468633e+01    6.908548e+00
  2.472878e+01    6.878808e+00
  2.477123e+01    6.839599e+00
  2.481368e+01    6.774490e+00
  2.485614e+01    6.758455e+00
  2.489859e+01    6.697744e+00
  2.494104e+01    6.653115e+00
  2.498350e+01    6.628703e+00
  2.502595e+01    6.575482e+00
  2.506840e+01    6.536214e+00
  2.511085e+01    6.511300e+00
  2.515331e+01    6.442110e+00
  2.519576e+01    6.419054e+00
  2.523821e+01    6.386908e+00
  2.528066e+01    6.338277e+00
  2.532312e+01    6.298716e+00
  2.536557e+01    6.289936e+00
  2.540802e+01    6.279473e+00
  2.545047e+01    6.262871e+00
  2.549293e+01    6.227217e+00
  2.553538e+01    6.207718e+00
  2.557783e+01    6.176279e+00
  2.562028e+01    6.154728e+00
  2.566274e+01    6.124243e+00
  2.570519e+01    6.086053e+00
  2.574764e+01    6.053180e+00
  2.579010e+01    6.056202e+00
  2.583255e+01    6.014094e+00
  2.587500e+01    5.988880e+00
  2.591745e+01    5.971192e+00
  2.595991e+01    5.952471e+00
  2.600236e+01    5.939645e+00
  2.604481e+01    5.918822e+00
  2.608726e+01    5.883911e+00
  2.612972e+01    5.868358e+00
  2.617217e+01    5.845584e+00
  2.621462e+01    5.834099e+00
  2.625707e+01    5.826611e+00
  2.629953e+01    5.803974e+00
  2.634198e+01    5.845271e+00
  2.638443e+01    5.907998e+00
  2.642688e+01    5.940736e+00
  2.646934e+01    5.963138e+00
  2.651179e+01    5.988634e+00
  2.655424e+01    6.004562e+00
  2.659669e+01    6.010854e+00
  2.663915e+01    6.012797e+00
  2.668160e+01    6.046953e+00
  2.672405e+01    6.035593e+00
  2.676651e+01    6.066956e+00
  2.680896e+01    6.080462e+00
  2.685141e+01    6.071342e+00
  2.689386e+01    6.081342e+00
  2.693632e+01    6.090830e+00
  2.697877e+01    6.111427e+00
  2.702122e+01    6.106340e+00
  2.706367e+01    6.109754e+00
  2.710613e+01    6.137192e+00
  2.714858e+01    6.129485e+00
  2.719103e+01    6.142856e+00
  2.723348e+01    6.134459e+00
  2.727594e+01    6.143795e+00
  2.731839e+01    6.151516e+00
  2.736084e+01    6.138287e+00
  2.740329e+01    6.157305e+00
  2.744575e+01    6.161800e+00
  2.748820e+01    6.158225e+00
  2.753065e+01    6.145482e+00
  2.757311e+01    6.162225e+00
  2.761556e+01    6.151631e+00
  2.765801e+01    6.162254e+00
  2.770046e+01    6.158949e+00
  2.774292e+01    6.164584e+00
  2.778537e+01    6.162400e+00
  2.782782e+01    6.180588e+00
  2.787027e+01    6.175353e+00
  2.791273e+01    6.182774e+00
  2.795518e+01    6.187460e+00
  2.799763e+01    6.189710e+00
  2.804008e+01    6.182868e+00
  2.808254e+01    6.189754e+00
  2.812499e+01    6.216235e+00
  2.816744e+01    6.193491e+00
  2.820989e+01    6.199529e+00
  2.825235e+01    6.205666e+00
  2.829480e+01    6.210837e+00
  2.833725e+01    6.203528e+00
  2.837971e+01    6.214552e+00
  2.842216e+01    6.207481e+00
  2.846461e+01    6.217216e+00
  2.850706e+01    6.222229e+00
  2.854952e+01    6.218155e+00
  2.859197e+01    6.216748e+00
  2.863442e+01    6.227614e+00
  2.867687e+01    6.231594e+00
  2.871933e+01    6.244742e+00
  2.876178e+01    6.240355e+00
  2.880423e+01    6.243436e+00
  2.884668e+01    6.232863e+00
