# == pyFAI calibration ==
# Distance Sample to Detector: 0.12919864315695237 m
# PONI: 9.601e-02, 9.529e-02 m
# Rotations: 0.006465 0.000205 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 129.201 mm
# Center: x=1259.455, y=1280.428 pix
# Tilt: 0.371 deg  TiltPlanRot: 178.181 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /mnt/multipath-shares/tmp_14_days/es1097_ux/zp1_yp0_3073.dat
#        q_A^-1             I 
  2.469459e+00    5.483390e+01
  2.474498e+00    5.472433e+01
  2.479537e+00    5.478837e+01
  2.484576e+00    5.487389e+01
  2.489615e+00    5.474258e+01
  2.494653e+00    5.463597e+01
  2.499692e+00    5.458783e+01
  2.504731e+00    5.489791e+01
  2.509770e+00    5.459594e+01
  2.514809e+00    5.476759e+01
  2.519848e+00    5.478846e+01
  2.524886e+00    5.486074e+01
  2.529925e+00    5.482645e+01
  2.534964e+00    5.510876e+01
  2.540003e+00    5.495957e+01
  2.545042e+00    5.492480e+01
  2.550081e+00    5.494968e+01
  2.555120e+00    5.490530e+01
  2.560158e+00    5.499052e+01
  2.565197e+00    5.469324e+01
  2.570236e+00    5.499409e+01
  2.575275e+00    5.507971e+01
  2.580314e+00    5.520167e+01
  2.585353e+00    5.489985e+01
  2.590391e+00    5.508991e+01
  2.595430e+00    5.500087e+01
  2.600469e+00    5.508161e+01
  2.605508e+00    5.523131e+01
  2.610547e+00    5.531229e+01
  2.615586e+00    5.532177e+01
  2.620624e+00    5.528219e+01
  2.625663e+00    5.554005e+01
  2.630702e+00    5.551791e+01
  2.635741e+00    5.571912e+01
  2.640780e+00    5.586445e+01
  2.645819e+00    5.582125e+01
  2.650858e+00    5.603490e+01
  2.655896e+00    5.591568e+01
  2.660935e+00    5.604350e+01
  2.665974e+00    5.618220e+01
  2.671013e+00    5.642963e+01
  2.676052e+00    5.634309e+01
  2.681091e+00    5.643415e+01
  2.686129e+00    5.675078e+01
  2.691168e+00    5.653959e+01
  2.696207e+00    5.665739e+01
  2.701246e+00    5.663461e+01
  2.706285e+00    5.680252e+01
  2.711324e+00    5.683701e+01
  2.716363e+00    5.720378e+01
  2.721401e+00    5.726363e+01
  2.726440e+00    5.724578e+01
  2.731479e+00    5.722060e+01
  2.736518e+00    5.757282e+01
  2.741557e+00    5.747833e+01
  2.746596e+00    5.772618e+01
  2.751634e+00    5.766846e+01
  2.756673e+00    5.759260e+01
  2.761712e+00    5.758482e+01
  2.766751e+00    5.775665e+01
  2.771790e+00    5.764096e+01
  2.776829e+00    5.785494e+01
  2.781868e+00    5.787511e+01
  2.786906e+00    5.789698e+01
  2.791945e+00    5.803888e+01
  2.796984e+00    5.797148e+01
  2.802023e+00    5.794313e+01
  2.807062e+00    5.804565e+01
  2.812101e+00    5.822753e+01
  2.817139e+00    5.798489e+01
  2.822178e+00    5.822881e+01
  2.827217e+00    5.829236e+01
  2.832256e+00    5.825483e+01
  2.837295e+00    5.824698e+01
  2.842334e+00    5.830405e+01
  2.847373e+00    5.802143e+01
  2.852411e+00    5.816228e+01
  2.857450e+00    5.809899e+01
  2.862489e+00    5.830785e+01
  2.867528e+00    5.813406e+01
  2.872567e+00    5.811982e+01
  2.877606e+00    5.792076e+01
  2.882644e+00    5.794118e+01
  2.887683e+00    5.789910e+01
  2.892722e+00    5.810291e+01
  2.897761e+00    5.793809e+01
  2.902800e+00    5.788310e+01
  2.907839e+00    5.794480e+01
  2.912878e+00    5.797449e+01
  2.917916e+00    5.778644e+01
  2.922955e+00    5.778181e+01
  2.927994e+00    5.779288e+01
  2.933033e+00    5.783249e+01
  2.938072e+00    5.783619e+01
  2.943111e+00    5.746785e+01
  2.948149e+00    5.758963e+01
  2.953188e+00    5.727094e+01
  2.958227e+00    5.732444e+01
  2.963266e+00    5.734090e+01
  2.968305e+00    5.735388e+01
  2.973344e+00    5.750502e+01
  2.978382e+00    5.729773e+01
  2.983421e+00    5.713684e+01
  2.988460e+00    5.705268e+01
  2.993499e+00    5.694268e+01
  2.998538e+00    5.690049e+01
  3.003577e+00    5.710357e+01
  3.008616e+00    5.693730e+01
  3.013654e+00    5.694301e+01
  3.018693e+00    5.718361e+01
  3.023732e+00    5.699880e+01
  3.028771e+00    5.687975e+01
  3.033810e+00    5.691980e+01
  3.038849e+00    5.680569e+01
  3.043887e+00    5.681590e+01
  3.048926e+00    5.679031e+01
  3.053965e+00    5.698741e+01
  3.059004e+00    5.690244e+01
  3.064043e+00    5.685871e+01
  3.069082e+00    5.703603e+01
  3.074121e+00    5.706542e+01
  3.079159e+00    5.688543e+01
  3.084198e+00    5.681394e+01
  3.089237e+00    5.700974e+01
  3.094276e+00    5.688248e+01
  3.099315e+00    5.694654e+01
  3.104354e+00    5.696679e+01
  3.109392e+00    5.700432e+01
  3.114431e+00    5.682983e+01
  3.119470e+00    5.657726e+01
  3.124509e+00    5.679953e+01
  3.129548e+00    5.702864e+01
  3.134587e+00    5.702859e+01
  3.139626e+00    5.710124e+01
  3.144664e+00    5.738747e+01
  3.149703e+00    5.734596e+01
  3.154742e+00    5.776123e+01
  3.159781e+00    5.775085e+01
  3.164820e+00    5.809398e+01
  3.169859e+00    5.832712e+01
  3.174897e+00    5.854797e+01
  3.179936e+00    5.859364e+01
  3.184975e+00    5.891376e+01
  3.190014e+00    6.426524e+01
  3.195053e+00    5.905222e+01
  3.200092e+00    5.891975e+01
  3.205131e+00    5.869374e+01
  3.210169e+00    5.853949e+01
  3.215208e+00    5.829685e+01
  3.220247e+00    5.796522e+01
  3.225286e+00    5.807818e+01
  3.230325e+00    5.759866e+01
  3.235364e+00    5.773218e+01
  3.240402e+00    5.737517e+01
  3.245441e+00    5.722886e+01
  3.250480e+00    5.698964e+01
  3.255519e+00    5.722005e+01
  3.260558e+00    5.699942e+01
  3.265597e+00    5.686382e+01
  3.270636e+00    5.690164e+01
  3.275674e+00    5.676797e+01
  3.280713e+00    5.861142e+01
  3.285752e+00    5.666590e+01
  3.290791e+00    5.649698e+01
  3.295830e+00    5.673571e+01
  3.300869e+00    5.680733e+01
  3.305907e+00    5.666373e+01
  3.310946e+00    5.672763e+01
  3.315985e+00    5.658247e+01
  3.321024e+00    5.658023e+01
  3.326063e+00    5.669672e+01
  3.331102e+00    5.670106e+01
  3.336141e+00    5.662940e+01
  3.341179e+00    5.682598e+01
  3.346218e+00    5.670815e+01
  3.351257e+00    5.664201e+01
  3.356296e+00    5.666164e+01
  3.361335e+00    5.672223e+01
  3.366374e+00    5.651954e+01
  3.371412e+00    5.655981e+01
  3.376451e+00    5.677742e+01
  3.381490e+00    5.666774e+01
  3.386529e+00    5.665940e+01
  3.391568e+00    5.670030e+01
  3.396607e+00    5.668670e+01
  3.401645e+00    5.681373e+01
  3.406684e+00    5.678529e+01
  3.411723e+00    5.665098e+01
  3.416762e+00    5.660138e+01
  3.421801e+00    5.678691e+01
  3.426840e+00    5.667820e+01
  3.431879e+00    5.677135e+01
  3.436917e+00    5.698245e+01
  3.441956e+00    5.740623e+01
  3.446995e+00    5.735922e+01
  3.452034e+00    5.710196e+01
  3.457073e+00    5.688961e+01
  3.462112e+00    5.688557e+01
  3.467150e+00    5.675661e+01
  3.472189e+00    5.680412e+01
  3.477228e+00    5.717216e+01
  3.482267e+00    5.695340e+01
  3.487306e+00    5.693721e+01
  3.492345e+00    5.684902e+01
  3.497384e+00    5.701352e+01
  3.502422e+00    5.701320e+01
  3.507461e+00    5.714802e+01
  3.512500e+00    5.736423e+01
  3.517539e+00    5.709010e+01
  3.522578e+00    5.718820e+01
  3.527617e+00    5.713879e+01
  3.532655e+00    5.721207e+01
  3.537694e+00    5.726110e+01
  3.542733e+00    5.737294e+01
  3.547772e+00    5.746261e+01
  3.552811e+00    5.739752e+01
  3.557850e+00    5.760450e+01
  3.562889e+00    5.738420e+01
  3.567927e+00    5.745840e+01
  3.572966e+00    5.756017e+01
  3.578005e+00    5.768025e+01
  3.583044e+00    5.767334e+01
  3.588083e+00    5.768271e+01
  3.593122e+00    5.788084e+01
  3.598160e+00    5.784769e+01
  3.603199e+00    5.803513e+01
  3.608238e+00    5.793222e+01
  3.613277e+00    5.783839e+01
  3.618316e+00    5.816819e+01
  3.623355e+00    5.795309e+01
  3.628394e+00    5.794133e+01
  3.633432e+00    5.810996e+01
  3.638471e+00    5.794039e+01
  3.643510e+00    5.821255e+01
  3.648549e+00    5.831987e+01
  3.653588e+00    5.829723e+01
  3.658627e+00    5.808687e+01
  3.663665e+00    5.845900e+01
  3.668704e+00    5.850017e+01
  3.673743e+00    5.834200e+01
  3.678782e+00    5.856928e+01
  3.683821e+00    5.854206e+01
  3.688860e+00    5.850454e+01
  3.693899e+00    5.885149e+01
  3.698937e+00    5.867393e+01
  3.703976e+00    5.859358e+01
  3.709015e+00    5.876476e+01
  3.714054e+00    5.893013e+01
  3.719093e+00    5.903841e+01
  3.724132e+00    5.882428e+01
  3.729170e+00    5.865820e+01
  3.734209e+00    5.900172e+01
  3.739248e+00    5.886974e+01
  3.744287e+00    5.912167e+01
  3.749326e+00    5.893574e+01
  3.754365e+00    5.924899e+01
  3.759403e+00    5.921945e+01
  3.764442e+00    5.948737e+01
  3.769481e+00    5.943793e+01
  3.774520e+00    5.950795e+01
  3.779559e+00    5.962888e+01
  3.784598e+00    5.958138e+01
  3.789637e+00    5.956693e+01
  3.794675e+00    5.976114e+01
