# == pyFAI calibration ==
# Distance Sample to Detector: 0.16467985556231649 m
# PONI: 9.242e-02, 8.817e-02 m
# Rotations: 0.000148 0.000104 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 164.680 mm
# Center: x=1175.307, y=1232.557 pix
# Tilt: 0.010 deg  TiltPlanRot: 144.812 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/easy/data/visitor/ihsc1713/id13/XXPROCESS/Cfluct_spd_avg.dat
#       q_nm^-1             I 
  3.020517e+01    6.369114e+00
  3.024762e+01    6.474494e+00
  3.029007e+01    6.387536e+00
  3.033253e+01    6.350513e+00
  3.037498e+01    6.337126e+00
  3.041743e+01    6.316412e+00
  3.045988e+01    6.320657e+00
  3.050234e+01    6.317501e+00
  3.054479e+01    6.304257e+00
  3.058724e+01    6.291312e+00
  3.062969e+01    6.284520e+00
  3.067215e+01    6.269318e+00
  3.071460e+01    6.266423e+00
  3.075705e+01    6.262916e+00
  3.079950e+01    6.252617e+00
  3.084196e+01    6.242774e+00
  3.088441e+01    6.223040e+00
  3.092686e+01    6.204473e+00
  3.096932e+01    6.213543e+00
  3.101177e+01    6.192385e+00
  3.105422e+01    6.183300e+00
  3.109667e+01    6.210446e+00
  3.113913e+01    6.137812e+00
  3.118158e+01    6.132622e+00
  3.122403e+01    6.130039e+00
  3.126648e+01    6.101531e+00
  3.130894e+01    6.091430e+00
  3.135139e+01    6.077149e+00
  3.139384e+01    6.059730e+00
  3.143629e+01    6.048066e+00
  3.147875e+01    6.018858e+00
  3.152120e+01    6.028903e+00
  3.156365e+01    6.007565e+00
  3.160610e+01    5.984952e+00
  3.164856e+01    5.979703e+00
  3.169101e+01    5.957211e+00
  3.173346e+01    5.948352e+00
  3.177592e+01    5.930876e+00
  3.181837e+01    5.912195e+00
  3.186082e+01    5.916156e+00
  3.190327e+01    5.899754e+00
  3.194573e+01    5.871624e+00
  3.198818e+01    5.875273e+00
  3.203063e+01    5.842301e+00
  3.207308e+01    5.823909e+00
  3.211554e+01    5.822598e+00
  3.215799e+01    5.807269e+00
  3.220044e+01    5.789894e+00
  3.224289e+01    5.792513e+00
  3.228535e+01    5.765000e+00
  3.232780e+01    5.741008e+00
  3.237025e+01    5.748282e+00
  3.241270e+01    5.715356e+00
  3.245516e+01    5.690532e+00
  3.249761e+01    5.699051e+00
  3.254006e+01    5.678829e+00
  3.258252e+01    5.647954e+00
  3.262497e+01    5.653474e+00
  3.266742e+01    5.633034e+00
  3.270987e+01    5.589472e+00
  3.275233e+01    5.600414e+00
  3.279478e+01    5.580657e+00
  3.283723e+01    5.548381e+00
  3.287968e+01    5.546254e+00
  3.292214e+01    5.528647e+00
  3.296459e+01    5.513746e+00
  3.300704e+01    5.485803e+00
  3.304949e+01    5.494262e+00
  3.309195e+01    5.470084e+00
  3.313440e+01    5.441406e+00
  3.317685e+01    5.443135e+00
  3.321930e+01    5.430236e+00
  3.326176e+01    5.411380e+00
  3.330421e+01    5.401233e+00
  3.334666e+01    5.370039e+00
  3.338911e+01    5.280910e+00
  3.343157e+01    5.210223e+00
  3.347402e+01    5.184448e+00
  3.351647e+01    5.141781e+00
  3.355893e+01    5.100576e+00
  3.360138e+01    5.056887e+00
  3.364383e+01    5.054559e+00
  3.368628e+01    5.010265e+00
  3.372874e+01    4.976572e+00
  3.377119e+01    4.955359e+00
  3.381364e+01    4.941866e+00
  3.385609e+01    4.899960e+00
  3.389855e+01    4.884184e+00
  3.394100e+01    4.854973e+00
  3.398345e+01    4.843281e+00
  3.402590e+01    4.816566e+00
  3.406836e+01    4.785903e+00
  3.411081e+01    4.769565e+00
  3.415326e+01    4.773655e+00
  3.419571e+01    4.724552e+00
  3.423817e+01    4.713211e+00
  3.428062e+01    4.687666e+00
  3.432307e+01    4.694683e+00
  3.436553e+01    4.669775e+00
  3.440798e+01    4.636886e+00
  3.445043e+01    4.624451e+00
  3.449288e+01    4.623112e+00
  3.453534e+01    4.621262e+00
  3.457779e+01    4.586991e+00
  3.462024e+01    4.563738e+00
  3.466269e+01    4.566788e+00
  3.470515e+01    4.540307e+00
  3.474760e+01    4.532631e+00
  3.479005e+01    4.497763e+00
  3.483250e+01    4.503479e+00
  3.487496e+01    4.457816e+00
  3.491741e+01    4.438270e+00
  3.495986e+01    4.435016e+00
  3.500231e+01    4.392004e+00
  3.504477e+01    4.374728e+00
  3.508722e+01    4.363796e+00
  3.512967e+01    4.329674e+00
  3.517213e+01    4.331766e+00
  3.521458e+01    4.304618e+00
  3.525703e+01    4.285416e+00
  3.529948e+01    4.260337e+00
  3.534194e+01    4.243110e+00
  3.538439e+01    4.224670e+00
  3.542684e+01    4.220994e+00
  3.546929e+01    4.185633e+00
  3.551175e+01    4.175370e+00
  3.555420e+01    4.152145e+00
  3.559665e+01    4.141382e+00
  3.563910e+01    4.115160e+00
  3.568156e+01    4.109680e+00
  3.572401e+01    4.080635e+00
  3.576646e+01    4.074811e+00
  3.580891e+01    4.051784e+00
  3.585137e+01    4.033932e+00
  3.589382e+01    4.010737e+00
  3.593627e+01    3.997887e+00
  3.597873e+01    3.977767e+00
  3.602118e+01    3.975050e+00
  3.606363e+01    3.951461e+00
  3.610608e+01    3.939765e+00
  3.614854e+01    3.917270e+00
  3.619099e+01    3.911348e+00
  3.623344e+01    3.899495e+00
  3.627589e+01    3.878636e+00
  3.631835e+01    3.864724e+00
  3.636080e+01    3.846881e+00
  3.640325e+01    3.846523e+00
  3.644570e+01    3.828458e+00
  3.648816e+01    3.808062e+00
  3.653061e+01    3.803926e+00
  3.657306e+01    3.773213e+00
  3.661551e+01    3.768164e+00
  3.665797e+01    3.741975e+00
  3.670042e+01    3.735597e+00
  3.674287e+01    3.721327e+00
  3.678532e+01    3.688472e+00
  3.682778e+01    3.688402e+00
  3.687023e+01    3.671170e+00
  3.691268e+01    3.660001e+00
  3.695514e+01    3.632749e+00
  3.699759e+01    3.631428e+00
  3.704004e+01    3.610140e+00
  3.708249e+01    3.602440e+00
  3.712495e+01    3.584093e+00
  3.716740e+01    3.582199e+00
  3.720985e+01    3.566915e+00
  3.725230e+01    3.562199e+00
  3.729476e+01    3.553520e+00
  3.733721e+01    3.543360e+00
  3.737966e+01    3.536630e+00
  3.742211e+01    3.531640e+00
  3.746457e+01    3.522142e+00
  3.750702e+01    3.525163e+00
  3.754947e+01    3.507207e+00
  3.759192e+01    3.514971e+00
  3.763438e+01    3.511219e+00
  3.767683e+01    3.508090e+00
  3.771928e+01    3.509601e+00
  3.776174e+01    3.505515e+00
  3.780419e+01    3.517213e+00
  3.784664e+01    3.510045e+00
  3.788909e+01    3.515266e+00
  3.793155e+01    3.516743e+00
  3.797400e+01    3.532663e+00
  3.801645e+01    3.526543e+00
  3.805890e+01    3.543501e+00
  3.810136e+01    3.550891e+00
  3.814381e+01    3.548562e+00
  3.818626e+01    3.567723e+00
  3.822871e+01    3.583788e+00
  3.827117e+01    3.592941e+00
  3.831362e+01    3.597337e+00
  3.835607e+01    3.619019e+00
  3.839852e+01    3.642653e+00
  3.844098e+01    3.652305e+00
  3.848343e+01    3.675782e+00
  3.852588e+01    3.691034e+00
  3.856834e+01    3.713714e+00
  3.861079e+01    3.745709e+00
  3.865324e+01    3.766462e+00
  3.869569e+01    3.790838e+00
  3.873815e+01    3.827059e+00
  3.878060e+01    3.854140e+00
  3.882305e+01    3.897516e+00
  3.886550e+01    3.925723e+00
  3.890796e+01    3.970049e+00
  3.895041e+01    3.991285e+00
  3.899286e+01    4.002520e+00
  3.903531e+01    4.007954e+00
  3.907777e+01    4.017989e+00
  3.912022e+01    4.032825e+00
  3.916267e+01    4.047219e+00
  3.920512e+01    4.059941e+00
  3.924758e+01    4.072981e+00
  3.929003e+01    4.089050e+00
  3.933248e+01    4.107327e+00
  3.937494e+01    4.106636e+00
  3.941739e+01    4.094610e+00
  3.945984e+01    4.088717e+00
  3.950229e+01    4.077170e+00
  3.954475e+01    4.064869e+00
  3.958720e+01    4.057721e+00
  3.962965e+01    4.052646e+00
  3.967210e+01    4.042562e+00
  3.971456e+01    4.033696e+00
  3.975701e+01    4.020432e+00
  3.979946e+01    4.009155e+00
  3.984191e+01    4.003875e+00
  3.988437e+01    3.995784e+00
  3.992682e+01    3.985303e+00
  3.996927e+01    3.979087e+00
  4.001172e+01    3.965251e+00
  4.005418e+01    3.956450e+00
  4.009663e+01    3.946403e+00
  4.013908e+01    3.939506e+00
  4.018153e+01    3.931658e+00
  4.022399e+01    3.926714e+00
  4.026644e+01    3.916513e+00
  4.030889e+01    3.902318e+00
  4.035135e+01    3.893579e+00
  4.039380e+01    3.890497e+00
  4.043625e+01    3.879456e+00
  4.047870e+01    3.871318e+00
  4.052116e+01    3.862190e+00
  4.056361e+01    3.853720e+00
  4.060606e+01    3.844361e+00
  4.064851e+01    3.838256e+00
  4.069097e+01    3.832135e+00
  4.073342e+01    3.819324e+00
  4.077587e+01    3.812129e+00
  4.081832e+01    3.802398e+00
  4.086078e+01    3.797651e+00
  4.090323e+01    3.786760e+00
  4.094568e+01    3.782913e+00
  4.098813e+01    3.773865e+00
  4.103059e+01    3.769532e+00
  4.107304e+01    3.757811e+00
  4.111549e+01    3.748767e+00
  4.115795e+01    3.741538e+00
  4.120040e+01    3.736927e+00
  4.124285e+01    3.725933e+00
  4.128530e+01    3.716949e+00
  4.132776e+01    3.709418e+00
  4.137021e+01    3.702672e+00
  4.141266e+01    3.698048e+00
  4.145511e+01    3.687781e+00
  4.149757e+01    3.677273e+00
  4.154002e+01    3.673349e+00
  4.158247e+01    3.660234e+00
  4.162492e+01    3.653542e+00
  4.166738e+01    3.638927e+00
  4.170983e+01    3.602712e+00
  4.175228e+01    3.571227e+00
  4.179473e+01    3.524285e+00
  4.183719e+01    3.469459e+00
  4.187964e+01    3.418953e+00
  4.192209e+01    3.362755e+00
  4.196455e+01    3.310647e+00
  4.200700e+01    3.256933e+00
  4.204945e+01    3.202723e+00
  4.209190e+01    3.151807e+00
  4.213436e+01    3.101933e+00
  4.217681e+01    3.069254e+00
  4.221926e+01    3.019756e+00
  4.226171e+01    2.984926e+00
  4.230417e+01    2.946546e+00
  4.234662e+01    2.916829e+00
  4.238907e+01    2.876003e+00
  4.243152e+01    2.849965e+00
  4.247398e+01    2.811203e+00
  4.251643e+01    2.775901e+00
  4.255888e+01    2.705609e+00
  4.260133e+01    2.576688e+00
  4.264379e+01    2.510000e+00
