# == pyFAI calibration ==
# Distance Sample to Detector: 0.16467985556231649 m
# PONI: 9.242e-02, 8.817e-02 m
# Rotations: 0.000148 0.000104 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 164.680 mm
# Center: x=1175.307, y=1232.557 pix
# Tilt: 0.010 deg  TiltPlanRot: 144.812 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/easy/data/visitor/ihsc1713/id13/XXPROCESS/Cfluct_empty_avg.dat
#       q_nm^-1             I 
  2.795518e+01    1.472279e+00
  2.799763e+01    1.467349e+00
  2.804008e+01    1.461088e+00
  2.808254e+01    1.458137e+00
  2.812499e+01    1.458162e+00
  2.816744e+01    1.449332e+00
  2.820989e+01    1.445612e+00
  2.825235e+01    1.441616e+00
  2.829480e+01    1.441469e+00
  2.833725e+01    1.437227e+00
  2.837971e+01    1.439195e+00
  2.842216e+01    1.434904e+00
  2.846461e+01    1.436237e+00
  2.850706e+01    1.433315e+00
  2.854952e+01    1.432698e+00
  2.859197e+01    1.430485e+00
  2.863442e+01    1.434036e+00
  2.867687e+01    1.432820e+00
  2.871933e+01    1.447302e+00
  2.876178e+01    1.447658e+00
  2.880423e+01    1.437759e+00
  2.884668e+01    1.422775e+00
  2.888914e+01    1.417696e+00
  2.893159e+01    1.412753e+00
  2.897404e+01    1.415117e+00
  2.901649e+01    1.410508e+00
  2.905895e+01    1.412566e+00
  2.910140e+01    1.405982e+00
  2.914385e+01    1.408211e+00
  2.918631e+01    1.402699e+00
