# == pyFAI calibration ==
# Distance Sample to Detector: 0.12919864315695237 m
# PONI: 9.601e-02, 9.529e-02 m
# Rotations: 0.006465 0.000205 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 129.201 mm
# Center: x=1259.455, y=1280.428 pix
# Tilt: 0.371 deg  TiltPlanRot: 178.181 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /mnt/multipath-shares/tmp_14_days/es1097_ux/zp1_yp0_1609.dat
#        q_A^-1             I 
  3.255519e+00    5.747201e+01
  3.260558e+00    5.784537e+01
  3.265597e+00    5.740633e+01
  3.270636e+00    5.723642e+01
  3.275674e+00    5.704417e+01
  3.280713e+00    5.723957e+01
  3.285752e+00    5.718248e+01
  3.290791e+00    5.702636e+01
  3.295830e+00    5.696731e+01
  3.300869e+00    5.711800e+01
  3.305907e+00    5.699497e+01
  3.310946e+00    5.703510e+01
  3.315985e+00    5.695027e+01
  3.321024e+00    5.696019e+01
  3.326063e+00    5.695962e+01
  3.331102e+00    5.678243e+01
  3.336141e+00    5.688715e+01
  3.341179e+00    5.699047e+01
  3.346218e+00    5.702985e+01
  3.351257e+00    5.685057e+01
  3.356296e+00    5.701280e+01
  3.361335e+00    5.675153e+01
  3.366374e+00    5.714286e+01
  3.371412e+00    5.712017e+01
  3.376451e+00    5.715364e+01
  3.381490e+00    5.699373e+01
  3.386529e+00    5.682902e+01
  3.391568e+00    5.684311e+01
  3.396607e+00    5.685184e+01
  3.401645e+00    5.716700e+01
  3.406684e+00    5.703586e+01
  3.411723e+00    5.691828e+01
  3.416762e+00    5.691866e+01
  3.421801e+00    5.704362e+01
  3.426840e+00    5.692931e+01
  3.431879e+00    5.708635e+01
  3.436917e+00    5.730917e+01
  3.441956e+00    5.711394e+01
  3.446995e+00    5.716230e+01
  3.452034e+00    5.718922e+01
  3.457073e+00    5.736292e+01
  3.462112e+00    5.724750e+01
  3.467150e+00    5.732867e+01
  3.472189e+00    5.744938e+01
  3.477228e+00    5.722169e+01
  3.482267e+00    5.723664e+01
  3.487306e+00    5.733408e+01
  3.492345e+00    5.745381e+01
  3.497384e+00    5.743919e+01
  3.502422e+00    5.726662e+01
  3.507461e+00    5.753954e+01
  3.512500e+00    5.744601e+01
  3.517539e+00    5.743010e+01
  3.522578e+00    5.752335e+01
  3.527617e+00    5.769098e+01
  3.532655e+00    5.765141e+01
  3.537694e+00    5.773451e+01
  3.542733e+00    5.749246e+01
  3.547772e+00    5.768653e+01
  3.552811e+00    5.761653e+01
  3.557850e+00    5.788464e+01
  3.562889e+00    5.803086e+01
  3.567927e+00    5.763740e+01
  3.572966e+00    5.779445e+01
  3.578005e+00    5.793974e+01
  3.583044e+00    5.793886e+01
  3.588083e+00    5.809529e+01
  3.593122e+00    5.807421e+01
  3.598160e+00    5.814602e+01
  3.603199e+00    5.836229e+01
  3.608238e+00    5.829672e+01
  3.613277e+00    5.808558e+01
  3.618316e+00    5.827692e+01
  3.623355e+00    5.822684e+01
  3.628394e+00    5.830829e+01
  3.633432e+00    5.838077e+01
  3.638471e+00    5.847640e+01
  3.643510e+00    5.860509e+01
  3.648549e+00    5.831203e+01
  3.653588e+00    5.858842e+01
  3.658627e+00    5.862862e+01
  3.663665e+00    5.870926e+01
  3.668704e+00    5.870102e+01
  3.673743e+00    5.903078e+01
  3.678782e+00    5.878048e+01
  3.683821e+00    5.887420e+01
