# == pyFAI calibration ==
# Distance Sample to Detector: 0.12919864315695237 m
# PONI: 9.601e-02, 9.529e-02 m
# Rotations: 0.006465 0.000205 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 129.201 mm
# Center: x=1259.455, y=1280.428 pix
# Tilt: 0.371 deg  TiltPlanRot: 178.181 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /mnt/multipath-shares/tmp_14_days/es1097_ux/zp1_yp0_avg.dat
#        q_A^-1             I 
  3.799714e+00    4.906998e+01
  3.804753e+00    4.909070e+01
  3.809792e+00    4.917184e+01
  3.814831e+00    4.923366e+01
  3.819870e+00    4.930390e+01
  3.824908e+00    4.931558e+01
  3.829947e+00    4.957000e+01
  3.834986e+00    4.940476e+01
  3.840025e+00    4.951985e+01
  3.845064e+00    4.955481e+01
  3.850103e+00    4.960698e+01
  3.855142e+00    4.965116e+01
  3.860180e+00    4.971535e+01
  3.865219e+00    4.971881e+01
  3.870258e+00    4.985003e+01
  3.875297e+00    4.988882e+01
  3.880336e+00    4.995834e+01
  3.885375e+00    4.992958e+01
  3.890413e+00    5.002112e+01
  3.895452e+00    5.002922e+01
  3.900491e+00    5.012882e+01
  3.905530e+00    5.019633e+01
  3.910569e+00    5.019093e+01
  3.915608e+00    5.021712e+01
  3.920647e+00    5.022170e+01
  3.925685e+00    5.026995e+01
  3.930724e+00    5.030080e+01
  3.935763e+00    5.030462e+01
  3.940802e+00    5.038266e+01
  3.945841e+00    5.034629e+01
  3.950880e+00    5.042595e+01
  3.955918e+00    5.039735e+01
  3.960957e+00    5.042693e+01
  3.965996e+00    5.051326e+01
  3.971035e+00    5.052221e+01
  3.976074e+00    5.064743e+01
  3.981113e+00    5.093566e+01
  3.986152e+00    5.125607e+01
  3.991190e+00    5.095214e+01
  3.996229e+00    5.078460e+01
  4.001268e+00    5.063271e+01
  4.006307e+00    5.069659e+01
  4.011346e+00    5.069758e+01
  4.016385e+00    5.067371e+01
  4.021423e+00    5.069823e+01
  4.026462e+00    5.070082e+01
  4.031501e+00    5.071086e+01
  4.036540e+00    5.066966e+01
  4.041579e+00    5.071825e+01
  4.046618e+00    5.069436e+01
  4.051657e+00    5.073262e+01
  4.056695e+00    5.067109e+01
  4.061734e+00    5.069417e+01
  4.066773e+00    5.067735e+01
  4.071812e+00    5.066350e+01
  4.076851e+00    5.086271e+01
  4.081890e+00    5.122358e+01
  4.086928e+00    5.142133e+01
  4.091967e+00    5.162427e+01
  4.097006e+00    5.177507e+01
  4.102045e+00    5.194076e+01
  4.107084e+00    5.204047e+01
  4.112123e+00    5.207072e+01
  4.117161e+00    5.212704e+01
  4.122200e+00    5.222568e+01
  4.127239e+00    5.236152e+01
  4.132278e+00    5.248267e+01
  4.137317e+00    5.268808e+01
  4.142356e+00    5.262467e+01
  4.147395e+00    5.245723e+01
  4.152433e+00    5.247201e+01
  4.157472e+00    5.240600e+01
  4.162511e+00    5.243188e+01
  4.167550e+00    5.246665e+01
  4.172589e+00    5.247428e+01
  4.177628e+00    5.251601e+01
  4.182666e+00    5.247926e+01
  4.187705e+00    5.250198e+01
  4.192744e+00    5.254668e+01
  4.197783e+00    5.257537e+01
  4.202822e+00    5.258295e+01
  4.207861e+00    5.265298e+01
  4.212900e+00    5.272110e+01
  4.217938e+00    5.273235e+01
  4.222977e+00    5.281538e+01
  4.228016e+00    5.285452e+01
  4.233055e+00    5.293222e+01
  4.238094e+00    5.300145e+01
  4.243133e+00    5.306312e+01
  4.248171e+00    5.308371e+01
  4.253210e+00    5.315680e+01
  4.258249e+00    5.326900e+01
  4.263288e+00    5.333347e+01
  4.268327e+00    5.343803e+01
  4.273366e+00    5.349569e+01
  4.278405e+00    5.364631e+01
  4.283443e+00    5.380497e+01
  4.288482e+00    5.442700e+01
  4.293521e+00    5.571503e+01
  4.298560e+00    5.597097e+01
  4.303599e+00    5.488827e+01
  4.308638e+00    5.443474e+01
  4.313676e+00    5.438953e+01
  4.318715e+00    5.448691e+01
  4.323754e+00    5.454435e+01
  4.328793e+00    5.470424e+01
  4.333832e+00    5.485382e+01
  4.338871e+00    5.501572e+01
  4.343910e+00    5.516452e+01
  4.348948e+00    5.527405e+01
  4.353987e+00    5.547921e+01
  4.359026e+00    5.566034e+01
  4.364065e+00    5.587020e+01
  4.369104e+00    5.613120e+01
  4.374143e+00    5.635705e+01
  4.379181e+00    5.663453e+01
  4.384220e+00    5.693054e+01
  4.389259e+00    5.809567e+01
  4.394298e+00    5.995074e+01
  4.399337e+00    6.003358e+01
  4.404376e+00    5.892535e+01
  4.409415e+00    5.838617e+01
  4.414453e+00    5.854966e+01
  4.419492e+00    5.880173e+01
  4.424531e+00    5.928035e+01
  4.429570e+00    5.955695e+01
  4.434609e+00    5.996320e+01
  4.439648e+00    6.035016e+01
  4.444686e+00    6.098650e+01
  4.449725e+00    6.127284e+01
  4.454764e+00    6.188836e+01
  4.459803e+00    6.230189e+01
  4.464842e+00    6.298057e+01
  4.469881e+00    6.347306e+01
  4.474920e+00    6.413873e+01
  4.479958e+00    6.481332e+01
  4.484997e+00    6.535222e+01
  4.490036e+00    6.619057e+01
  4.495075e+00    6.676429e+01
  4.500114e+00    6.767645e+01
  4.505153e+00    6.841167e+01
  4.510191e+00    6.920991e+01
  4.515230e+00    7.011954e+01
  4.520269e+00    7.079929e+01
  4.525308e+00    7.142960e+01
  4.530347e+00    7.225562e+01
  4.535386e+00    7.297630e+01
  4.540424e+00    7.389483e+01
  4.545463e+00    7.466298e+01
  4.550502e+00    7.558511e+01
  4.555541e+00    7.651369e+01
  4.560580e+00    7.742680e+01
  4.565619e+00    7.857492e+01
  4.570658e+00    7.963760e+01
  4.575696e+00    8.073538e+01
  4.580735e+00    8.185784e+01
  4.585774e+00    8.333489e+01
  4.590813e+00    8.422048e+01
  4.595852e+00    8.544441e+01
  4.600891e+00    8.671068e+01
  4.605929e+00    8.781943e+01
  4.610968e+00    8.911585e+01
  4.616007e+00    9.018045e+01
  4.621046e+00    9.157809e+01
  4.626085e+00    9.272018e+01
  4.631124e+00    9.409111e+01
  4.636163e+00    9.518204e+01
  4.641201e+00    9.658771e+01
  4.646240e+00    9.760661e+01
  4.651279e+00    9.899990e+01
  4.656318e+00    1.000195e+02
  4.661357e+00    1.011176e+02
  4.666396e+00    1.019900e+02
  4.671434e+00    1.026168e+02
  4.676473e+00    1.033369e+02
  4.681512e+00    1.041467e+02
  4.686551e+00    1.047121e+02
  4.691590e+00    1.043920e+02
  4.696629e+00    1.043269e+02
  4.701668e+00    1.041679e+02
  4.706706e+00    1.040105e+02
  4.711745e+00    1.039578e+02
  4.716784e+00    1.034607e+02
  4.721823e+00    1.033188e+02
  4.726862e+00    1.028776e+02
  4.731901e+00    1.025560e+02
  4.736939e+00    1.021383e+02
  4.741978e+00    1.017478e+02
  4.747017e+00    1.013289e+02
  4.752056e+00    1.009227e+02
  4.757095e+00    1.004121e+02
  4.762134e+00    9.994540e+01
  4.767173e+00    9.945460e+01
  4.772211e+00    9.888862e+01
  4.777250e+00    9.838342e+01
  4.782289e+00    9.774070e+01
  4.787328e+00    9.714252e+01
  4.792367e+00    9.651727e+01
  4.797406e+00    9.589342e+01
  4.802444e+00    9.528916e+01
  4.807483e+00    9.461449e+01
  4.812522e+00    9.394739e+01
  4.817561e+00    9.323162e+01
  4.822600e+00    9.247102e+01
  4.827639e+00    9.175589e+01
  4.832678e+00    9.102298e+01
  4.837716e+00    9.023790e+01
  4.842755e+00    8.952510e+01
  4.847794e+00    8.887502e+01
  4.852833e+00    8.834142e+01
  4.857872e+00    8.762810e+01
  4.862911e+00    8.657681e+01
  4.867949e+00    8.564072e+01
  4.872988e+00    8.487238e+01
  4.878027e+00    8.404008e+01
  4.883066e+00    8.322413e+01
  4.888105e+00    8.239384e+01
  4.893144e+00    8.155671e+01
  4.898182e+00    8.072128e+01
  4.903221e+00    7.990106e+01
  4.908260e+00    7.909689e+01
  4.913299e+00    7.829740e+01
  4.918338e+00    7.756188e+01
  4.923377e+00    7.676557e+01
  4.928416e+00    7.604096e+01
  4.933454e+00    7.525522e+01
  4.938493e+00    7.446958e+01
  4.943532e+00    7.371225e+01
  4.948571e+00    7.297285e+01
  4.953610e+00    7.222422e+01
  4.958649e+00    7.147347e+01
  4.963687e+00    7.078838e+01
  4.968726e+00    7.006531e+01
  4.973765e+00    6.939470e+01
  4.978804e+00    6.871645e+01
  4.983843e+00    6.804498e+01
  4.988882e+00    6.740401e+01
  4.993921e+00    6.678591e+01
  4.998959e+00    6.615531e+01
  5.003998e+00    6.551231e+01
  5.009037e+00    6.492424e+01
  5.014076e+00    6.435662e+01
  5.019115e+00    6.380003e+01
  5.024154e+00    6.325490e+01
  5.029192e+00    6.274998e+01
  5.034231e+00    6.224385e+01
  5.039270e+00    6.176003e+01
  5.044309e+00    6.120294e+01
  5.049348e+00    6.072902e+01
  5.054387e+00    6.031215e+01
  5.059426e+00    5.981998e+01
  5.064464e+00    5.937836e+01
  5.069503e+00    5.897961e+01
  5.074542e+00    5.859502e+01
  5.079581e+00    5.820002e+01
  5.084620e+00    5.767441e+01
  5.089659e+00    5.722152e+01
  5.094697e+00    5.681929e+01
  5.099736e+00    5.643200e+01
  5.104775e+00    5.605400e+01
  5.109814e+00    5.573427e+01
  5.114853e+00    5.526170e+01
  5.119892e+00    5.484766e+01
  5.124931e+00    5.437674e+01
  5.129969e+00    5.394590e+01
  5.135008e+00    5.339166e+01
  5.140047e+00    5.305491e+01
  5.145086e+00    5.253416e+01
  5.150125e+00    5.213410e+01
